,geometry,centroid,ppet
14,"POLYGON ((-123.7750258939473 40.97763858905594, -123.6950258939473 40.97763858905594, -123.6950258939473 41.05763858905594, -123.7750258939473 41.05763858905594, -123.7750258939473 40.97763858905594))",POINT (-123.7350258939473 41.01763858905594),14.081867113782264
15,"POLYGON ((-123.7750258939473 41.05763858905594, -123.6950258939473 41.05763858905594, -123.6950258939473 41.13763858905594, -123.7750258939473 41.13763858905594, -123.7750258939473 41.05763858905594))",POINT (-123.7350258939473 41.09763858905594),12.211779012037361
16,"POLYGON ((-123.7750258939473 41.13763858905594, -123.6950258939473 41.13763858905594, -123.6950258939473 41.21763858905594, -123.7750258939473 41.21763858905594, -123.7750258939473 41.13763858905594))",POINT (-123.7350258939473 41.17763858905594),9.399414643982459
17,"POLYGON ((-123.7750258939473 41.21763858905594, -123.6950258939473 41.21763858905594, -123.6950258939473 41.29763858905594, -123.7750258939473 41.29763858905594, -123.7750258939473 41.21763858905594))",POINT (-123.7350258939473 41.25763858905594),10.294093187480627
18,"POLYGON ((-123.7750258939473 41.29763858905594, -123.6950258939473 41.29763858905594, -123.6950258939473 41.37763858905593, -123.7750258939473 41.37763858905593, -123.7750258939473 41.29763858905594))",POINT (-123.7350258939473 41.33763858905594),12.062477212143694
19,"POLYGON ((-123.7750258939473 41.37763858905593, -123.6950258939473 41.37763858905593, -123.6950258939473 41.45763858905593, -123.7750258939473 41.45763858905593, -123.7750258939473 41.37763858905593))",POINT (-123.7350258939473 41.41763858905593),15.492605669426252
20,"POLYGON ((-123.7750258939473 41.45763858905593, -123.6950258939473 41.45763858905593, -123.6950258939473 41.53763858905593, -123.7750258939473 41.53763858905593, -123.7750258939473 41.45763858905593))",POINT (-123.7350258939473 41.49763858905593),15.49698229283999
21,"POLYGON ((-123.7750258939473 41.53763858905593, -123.6950258939473 41.53763858905593, -123.6950258939473 41.61763858905593, -123.7750258939473 41.61763858905593, -123.7750258939473 41.53763858905593))",POINT (-123.7350258939473 41.57763858905594),12.606619842382862
22,"POLYGON ((-123.7750258939473 41.61763858905593, -123.6950258939473 41.61763858905593, -123.6950258939473 41.69763858905593, -123.7750258939473 41.69763858905593, -123.7750258939473 41.61763858905593))",POINT (-123.7350258939473 41.65763858905593),9.423428138202295
23,"POLYGON ((-123.7750258939473 41.69763858905593, -123.6950258939473 41.69763858905593, -123.6950258939473 41.77763858905593, -123.7750258939473 41.77763858905593, -123.7750258939473 41.69763858905593))",POINT (-123.7350258939473 41.73763858905593),8.545656861630915
24,"POLYGON ((-123.7750258939473 41.77763858905593, -123.6950258939473 41.77763858905593, -123.6950258939473 41.85763858905592, -123.7750258939473 41.85763858905592, -123.7750258939473 41.77763858905593))",POINT (-123.7350258939473 41.81763858905592),8.44109704643769
25,"POLYGON ((-123.7750258939473 41.85763858905592, -123.6950258939473 41.85763858905592, -123.6950258939473 41.93763858905592, -123.7750258939473 41.93763858905592, -123.7750258939473 41.85763858905592))",POINT (-123.7350258939473 41.89763858905592),6.762122080077396
26,"POLYGON ((-123.7750258939473 41.93763858905592, -123.6950258939473 41.93763858905592, -123.6950258939473 42.01763858905592, -123.7750258939473 42.01763858905592, -123.7750258939473 41.93763858905592))",POINT (-123.7350258939473 41.97763858905592),3.9610361739372704
27,"POLYGON ((-123.7750258939473 42.01763858905592, -123.6950258939473 42.01763858905592, -123.6950258939473 42.09763858905592, -123.7750258939473 42.09763858905592, -123.7750258939473 42.01763858905592))",POINT (-123.7350258939473 42.05763858905592),4.082245125664217
28,"POLYGON ((-123.6950258939473 40.81763858905595, -123.6150258939473 40.81763858905595, -123.6150258939473 40.89763858905594, -123.6950258939473 40.89763858905594, -123.6950258939473 40.81763858905595))",POINT (-123.6550258939473 40.85763858905595),12.534367064025535
29,"POLYGON ((-123.6950258939473 40.89763858905594, -123.6150258939473 40.89763858905594, -123.6150258939473 40.97763858905594, -123.6950258939473 40.97763858905594, -123.6950258939473 40.89763858905594))",POINT (-123.6550258939473 40.93763858905594),12.90606053138778
30,"POLYGON ((-123.6950258939473 40.97763858905594, -123.6150258939473 40.97763858905594, -123.6150258939473 41.05763858905594, -123.6950258939473 41.05763858905594, -123.6950258939473 40.97763858905594))",POINT (-123.6550258939473 41.01763858905594),12.907782726306944
31,"POLYGON ((-123.6950258939473 41.05763858905594, -123.6150258939473 41.05763858905594, -123.6150258939473 41.13763858905594, -123.6950258939473 41.13763858905594, -123.6950258939473 41.05763858905594))",POINT (-123.6550258939473 41.09763858905594),13.498007232090863
32,"POLYGON ((-123.6950258939473 41.13763858905594, -123.6150258939473 41.13763858905594, -123.6150258939473 41.21763858905594, -123.6950258939473 41.21763858905594, -123.6950258939473 41.13763858905594))",POINT (-123.6550258939473 41.17763858905594),10.333148348180577
33,"POLYGON ((-123.6950258939473 41.21763858905594, -123.6150258939473 41.21763858905594, -123.6150258939473 41.29763858905594, -123.6950258939473 41.29763858905594, -123.6950258939473 41.21763858905594))",POINT (-123.6550258939473 41.25763858905594),11.071894317968242
34,"POLYGON ((-123.6950258939473 41.29763858905594, -123.6150258939473 41.29763858905594, -123.6150258939473 41.37763858905593, -123.6950258939473 41.37763858905593, -123.6950258939473 41.29763858905594))",POINT (-123.6550258939473 41.33763858905594),17.973752071063164
35,"POLYGON ((-123.6950258939473 41.37763858905593, -123.6150258939473 41.37763858905593, -123.6150258939473 41.45763858905593, -123.6950258939473 41.45763858905593, -123.6950258939473 41.37763858905593))",POINT (-123.6550258939473 41.41763858905593),18.35757435087924
36,"POLYGON ((-123.6950258939473 41.45763858905593, -123.6150258939473 41.45763858905593, -123.6150258939473 41.53763858905593, -123.6950258939473 41.53763858905593, -123.6950258939473 41.45763858905593))",POINT (-123.6550258939473 41.49763858905593),18.36296282064386
37,"POLYGON ((-123.6950258939473 41.53763858905593, -123.6150258939473 41.53763858905593, -123.6150258939473 41.61763858905593, -123.6950258939473 41.61763858905593, -123.6950258939473 41.53763858905593))",POINT (-123.6550258939473 41.57763858905594),8.167268356583573
38,"POLYGON ((-123.6950258939473 41.61763858905593, -123.6150258939473 41.61763858905593, -123.6150258939473 41.69763858905593, -123.6950258939473 41.69763858905593, -123.6950258939473 41.61763858905593))",POINT (-123.6550258939473 41.65763858905593),4.494569416993167
39,"POLYGON ((-123.6950258939473 41.69763858905593, -123.6150258939473 41.69763858905593, -123.6150258939473 41.77763858905593, -123.6950258939473 41.77763858905593, -123.6950258939473 41.69763858905593))",POINT (-123.6550258939473 41.73763858905593),5.847797110920019
40,"POLYGON ((-123.6950258939473 41.77763858905593, -123.6150258939473 41.77763858905593, -123.6150258939473 41.85763858905592, -123.6950258939473 41.85763858905592, -123.6950258939473 41.77763858905593))",POINT (-123.6550258939473 41.81763858905592),5.0188990235408975
41,"POLYGON ((-123.6950258939473 41.85763858905592, -123.6150258939473 41.85763858905592, -123.6150258939473 41.93763858905592, -123.6950258939473 41.93763858905592, -123.6950258939473 41.85763858905592))",POINT (-123.6550258939473 41.89763858905592),4.639835426268302
42,"POLYGON ((-123.6950258939473 41.93763858905592, -123.6150258939473 41.93763858905592, -123.6150258939473 42.01763858905592, -123.6950258939473 42.01763858905592, -123.6950258939473 41.93763858905592))",POINT (-123.6550258939473 41.97763858905592),3.5023595293704815
43,"POLYGON ((-123.6950258939473 42.01763858905592, -123.6150258939473 42.01763858905592, -123.6150258939473 42.09763858905592, -123.6950258939473 42.09763858905592, -123.6950258939473 42.01763858905592))",POINT (-123.6550258939473 42.05763858905592),3.0645379494990794
44,"POLYGON ((-123.6150258939473 40.81763858905595, -123.5350258939473 40.81763858905595, -123.5350258939473 40.89763858905594, -123.6150258939473 40.89763858905594, -123.6150258939473 40.81763858905595))",POINT (-123.5750258939473 40.85763858905595),12.536674802096613
45,"POLYGON ((-123.6150258939473 40.89763858905594, -123.5350258939473 40.89763858905594, -123.5350258939473 40.97763858905594, -123.6150258939473 40.97763858905594, -123.6150258939473 40.89763858905594))",POINT (-123.5750258939473 40.93763858905594),11.10989970918784
46,"POLYGON ((-123.6150258939473 40.97763858905594, -123.5350258939473 40.97763858905594, -123.5350258939473 41.05763858905594, -123.6150258939473 41.05763858905594, -123.6150258939473 40.97763858905594))",POINT (-123.5750258939473 41.01763858905594),8.983153127409258
47,"POLYGON ((-123.6150258939473 41.05763858905594, -123.5350258939473 41.05763858905594, -123.5350258939473 41.13763858905594, -123.6150258939473 41.13763858905594, -123.6150258939473 41.05763858905594))",POINT (-123.5750258939473 41.09763858905594),14.318295752574878
48,"POLYGON ((-123.6150258939473 41.13763858905594, -123.5350258939473 41.13763858905594, -123.5350258939473 41.21763858905594, -123.6150258939473 41.21763858905594, -123.6150258939473 41.13763858905594))",POINT (-123.5750258939473 41.17763858905594),12.567628573479471
49,"POLYGON ((-123.6150258939473 41.21763858905594, -123.5350258939473 41.21763858905594, -123.5350258939473 41.29763858905594, -123.6150258939473 41.29763858905594, -123.6150258939473 41.21763858905594))",POINT (-123.5750258939473 41.25763858905594),12.187559260552547
50,"POLYGON ((-123.6150258939473 41.29763858905594, -123.5350258939473 41.29763858905594, -123.5350258939473 41.37763858905593, -123.6150258939473 41.37763858905593, -123.6150258939473 41.29763858905594))",POINT (-123.5750258939473 41.33763858905594),14.58857723875467
51,"POLYGON ((-123.6150258939473 41.37763858905593, -123.5350258939473 41.37763858905593, -123.5350258939473 41.45763858905593, -123.6150258939473 41.45763858905593, -123.6150258939473 41.37763858905593))",POINT (-123.5750258939473 41.41763858905593),14.656717320962839
52,"POLYGON ((-123.6150258939473 41.45763858905593, -123.5350258939473 41.45763858905593, -123.5350258939473 41.53763858905593, -123.6150258939473 41.53763858905593, -123.6150258939473 41.45763858905593))",POINT (-123.5750258939473 41.49763858905593),14.660970075564146
53,"POLYGON ((-123.6150258939473 41.53763858905593, -123.5350258939473 41.53763858905593, -123.5350258939473 41.61763858905593, -123.6150258939473 41.61763858905593, -123.6150258939473 41.53763858905593))",POINT (-123.5750258939473 41.57763858905594),13.64640120817724
54,"POLYGON ((-123.6150258939473 41.61763858905593, -123.5350258939473 41.61763858905593, -123.5350258939473 41.69763858905593, -123.6150258939473 41.69763858905593, -123.6150258939473 41.61763858905593))",POINT (-123.5750258939473 41.65763858905593),9.997266752589312
55,"POLYGON ((-123.6150258939473 41.69763858905593, -123.5350258939473 41.69763858905593, -123.5350258939473 41.77763858905593, -123.6150258939473 41.77763858905593, -123.6150258939473 41.69763858905593))",POINT (-123.5750258939473 41.73763858905593),6.071036240257042
56,"POLYGON ((-123.6150258939473 41.77763858905593, -123.5350258939473 41.77763858905593, -123.5350258939473 41.85763858905592, -123.6150258939473 41.85763858905592, -123.6150258939473 41.77763858905593))",POINT (-123.5750258939473 41.81763858905592),5.945189024353196
57,"POLYGON ((-123.6150258939473 41.85763858905592, -123.5350258939473 41.85763858905592, -123.5350258939473 41.93763858905592, -123.6150258939473 41.93763858905592, -123.6150258939473 41.85763858905592))",POINT (-123.5750258939473 41.89763858905592),5.703404516677047
58,"POLYGON ((-123.6150258939473 41.93763858905592, -123.5350258939473 41.93763858905592, -123.5350258939473 42.01763858905592, -123.6150258939473 42.01763858905592, -123.6150258939473 41.93763858905592))",POINT (-123.5750258939473 41.97763858905592),3.616574930373804
59,"POLYGON ((-123.6150258939473 42.01763858905592, -123.5350258939473 42.01763858905592, -123.5350258939473 42.09763858905592, -123.6150258939473 42.09763858905592, -123.6150258939473 42.01763858905592))",POINT (-123.5750258939473 42.05763858905592),3.8324987292727295
60,"POLYGON ((-123.5350258939473 40.81763858905595, -123.4550258939473 40.81763858905595, -123.4550258939473 40.89763858905594, -123.5350258939473 40.89763858905594, -123.5350258939473 40.81763858905595))",POINT (-123.4950258939473 40.85763858905595),10.877789273894749
61,"POLYGON ((-123.5350258939473 40.89763858905594, -123.4550258939473 40.89763858905594, -123.4550258939473 40.97763858905594, -123.5350258939473 40.97763858905594, -123.5350258939473 40.89763858905594))",POINT (-123.4950258939473 40.93763858905594),7.755923321826008
62,"POLYGON ((-123.5350258939473 40.97763858905594, -123.4550258939473 40.97763858905594, -123.4550258939473 41.05763858905594, -123.5350258939473 41.05763858905594, -123.5350258939473 40.97763858905594))",POINT (-123.4950258939473 41.01763858905594),7.605272958838563
63,"POLYGON ((-123.5350258939473 41.05763858905594, -123.4550258939473 41.05763858905594, -123.4550258939473 41.13763858905594, -123.5350258939473 41.13763858905594, -123.5350258939473 41.05763858905594))",POINT (-123.4950258939473 41.09763858905594),11.636336835093074
64,"POLYGON ((-123.5350258939473 41.13763858905594, -123.4550258939473 41.13763858905594, -123.4550258939473 41.21763858905594, -123.5350258939473 41.21763858905594, -123.5350258939473 41.13763858905594))",POINT (-123.4950258939473 41.17763858905594),14.353961784600584
65,"POLYGON ((-123.5350258939473 41.21763858905594, -123.4550258939473 41.21763858905594, -123.4550258939473 41.29763858905594, -123.5350258939473 41.29763858905594, -123.5350258939473 41.21763858905594))",POINT (-123.4950258939473 41.25763858905594),15.513350746342706
66,"POLYGON ((-123.5350258939473 41.29763858905594, -123.4550258939473 41.29763858905594, -123.4550258939473 41.37763858905593, -123.5350258939473 41.37763858905593, -123.5350258939473 41.29763858905594))",POINT (-123.4950258939473 41.33763858905594),11.76533621696524
67,"POLYGON ((-123.5350258939473 41.37763858905593, -123.4550258939473 41.37763858905593, -123.4550258939473 41.45763858905593, -123.5350258939473 41.45763858905593, -123.5350258939473 41.37763858905593))",POINT (-123.4950258939473 41.41763858905593),12.73305152680795
68,"POLYGON ((-123.5350258939473 41.45763858905593, -123.4550258939473 41.45763858905593, -123.4550258939473 41.53763858905593, -123.5350258939473 41.53763858905593, -123.5350258939473 41.45763858905593))",POINT (-123.4950258939473 41.49763858905593),12.736771055938675
69,"POLYGON ((-123.5350258939473 41.53763858905593, -123.4550258939473 41.53763858905593, -123.4550258939473 41.61763858905593, -123.5350258939473 41.61763858905593, -123.5350258939473 41.53763858905593))",POINT (-123.4950258939473 41.57763858905594),13.919885247928345
70,"POLYGON ((-123.5350258939473 41.61763858905593, -123.4550258939473 41.61763858905593, -123.4550258939473 41.69763858905593, -123.5350258939473 41.69763858905593, -123.5350258939473 41.61763858905593))",POINT (-123.4950258939473 41.65763858905593),5.2195005785557855
71,"POLYGON ((-123.5350258939473 41.69763858905593, -123.4550258939473 41.69763858905593, -123.4550258939473 41.77763858905593, -123.5350258939473 41.77763858905593, -123.5350258939473 41.69763858905593))",POINT (-123.4950258939473 41.73763858905593),3.8265389886499004
72,"POLYGON ((-123.5350258939473 41.77763858905593, -123.4550258939473 41.77763858905593, -123.4550258939473 41.85763858905592, -123.5350258939473 41.85763858905592, -123.5350258939473 41.77763858905593))",POINT (-123.4950258939473 41.81763858905592),4.206190811970155
73,"POLYGON ((-123.5350258939473 41.85763858905592, -123.4550258939473 41.85763858905592, -123.4550258939473 41.93763858905592, -123.5350258939473 41.93763858905592, -123.5350258939473 41.85763858905592))",POINT (-123.4950258939473 41.89763858905592),6.399384105054433
74,"POLYGON ((-123.5350258939473 41.93763858905592, -123.4550258939473 41.93763858905592, -123.4550258939473 42.01763858905592, -123.5350258939473 42.01763858905592, -123.5350258939473 41.93763858905592))",POINT (-123.4950258939473 41.97763858905592),2.8368864403386858
75,"POLYGON ((-123.5350258939473 42.01763858905592, -123.4550258939473 42.01763858905592, -123.4550258939473 42.09763858905592, -123.5350258939473 42.09763858905592, -123.5350258939473 42.01763858905592))",POINT (-123.4950258939473 42.05763858905592),3.080874485563451
76,"POLYGON ((-123.4550258939473 40.81763858905595, -123.3750258939473 40.81763858905595, -123.3750258939473 40.89763858905594, -123.4550258939473 40.89763858905594, -123.4550258939473 40.81763858905595))",POINT (-123.4150258939473 40.85763858905595),15.379272282761743
77,"POLYGON ((-123.4550258939473 40.89763858905594, -123.3750258939473 40.89763858905594, -123.3750258939473 40.97763858905594, -123.4550258939473 40.97763858905594, -123.4550258939473 40.89763858905594))",POINT (-123.4150258939473 40.93763858905594),13.06312961953803
78,"POLYGON ((-123.4550258939473 40.97763858905594, -123.3750258939473 40.97763858905594, -123.3750258939473 41.05763858905594, -123.4550258939473 41.05763858905594, -123.4550258939473 40.97763858905594))",POINT (-123.4150258939473 41.01763858905594),16.34428772127197
79,"POLYGON ((-123.4550258939473 41.05763858905594, -123.3750258939473 41.05763858905594, -123.3750258939473 41.13763858905594, -123.4550258939473 41.13763858905594, -123.4550258939473 41.05763858905594))",POINT (-123.4150258939473 41.09763858905594),12.369478806760243
80,"POLYGON ((-123.4550258939473 41.13763858905594, -123.3750258939473 41.13763858905594, -123.3750258939473 41.21763858905594, -123.4550258939473 41.21763858905594, -123.4550258939473 41.13763858905594))",POINT (-123.4150258939473 41.17763858905594),15.148817286329272
81,"POLYGON ((-123.4550258939473 41.21763858905594, -123.3750258939473 41.21763858905594, -123.3750258939473 41.29763858905594, -123.4550258939473 41.29763858905594, -123.4550258939473 41.21763858905594))",POINT (-123.4150258939473 41.25763858905594),13.808557407881672
82,"POLYGON ((-123.4550258939473 41.29763858905594, -123.3750258939473 41.29763858905594, -123.3750258939473 41.37763858905593, -123.4550258939473 41.37763858905593, -123.4550258939473 41.29763858905594))",POINT (-123.4150258939473 41.33763858905594),14.028034390956853
83,"POLYGON ((-123.4550258939473 41.37763858905593, -123.3750258939473 41.37763858905593, -123.3750258939473 41.45763858905593, -123.4550258939473 41.45763858905593, -123.4550258939473 41.37763858905593))",POINT (-123.4150258939473 41.41763858905593),13.299625157512564
84,"POLYGON ((-123.4550258939473 41.45763858905593, -123.3750258939473 41.45763858905593, -123.3750258939473 41.53763858905593, -123.4550258939473 41.53763858905593, -123.4550258939473 41.45763858905593))",POINT (-123.4150258939473 41.49763858905593),13.303686929878987
85,"POLYGON ((-123.4550258939473 41.53763858905593, -123.3750258939473 41.53763858905593, -123.3750258939473 41.61763858905593, -123.4550258939473 41.61763858905593, -123.4550258939473 41.53763858905593))",POINT (-123.4150258939473 41.57763858905594),3.3255381405669793
86,"POLYGON ((-123.4550258939473 41.61763858905593, -123.3750258939473 41.61763858905593, -123.3750258939473 41.69763858905593, -123.4550258939473 41.69763858905593, -123.4550258939473 41.61763858905593))",POINT (-123.4150258939473 41.65763858905593),6.510944638016447
87,"POLYGON ((-123.4550258939473 41.69763858905593, -123.3750258939473 41.69763858905593, -123.3750258939473 41.77763858905593, -123.4550258939473 41.77763858905593, -123.4550258939473 41.69763858905593))",POINT (-123.4150258939473 41.73763858905593),3.865965219769253
88,"POLYGON ((-123.4550258939473 41.77763858905593, -123.3750258939473 41.77763858905593, -123.3750258939473 41.85763858905592, -123.4550258939473 41.85763858905592, -123.4550258939473 41.77763858905593))",POINT (-123.4150258939473 41.81763858905592),3.491576529600779
89,"POLYGON ((-123.4550258939473 41.85763858905592, -123.3750258939473 41.85763858905592, -123.3750258939473 41.93763858905592, -123.4550258939473 41.93763858905592, -123.4550258939473 41.85763858905592))",POINT (-123.4150258939473 41.89763858905592),4.18945845747156
90,"POLYGON ((-123.4550258939473 41.93763858905592, -123.3750258939473 41.93763858905592, -123.3750258939473 42.01763858905592, -123.4550258939473 42.01763858905592, -123.4550258939473 41.93763858905592))",POINT (-123.4150258939473 41.97763858905592),3.368805395381183
91,"POLYGON ((-123.4550258939473 42.01763858905592, -123.3750258939473 42.01763858905592, -123.3750258939473 42.09763858905592, -123.4550258939473 42.09763858905592, -123.4550258939473 42.01763858905592))",POINT (-123.4150258939473 42.05763858905592),3.305633073503174
92,"POLYGON ((-123.3750258939473 40.81763858905595, -123.2950258939473 40.81763858905595, -123.2950258939473 40.89763858905594, -123.3750258939473 40.89763858905594, -123.3750258939473 40.81763858905595))",POINT (-123.3350258939473 40.85763858905595),15.379272282761743
93,"POLYGON ((-123.3750258939473 40.89763858905594, -123.2950258939473 40.89763858905594, -123.2950258939473 40.97763858905594, -123.3750258939473 40.97763858905594, -123.3750258939473 40.89763858905594))",POINT (-123.3350258939473 40.93763858905594),13.06312961953803
94,"POLYGON ((-123.3750258939473 40.97763858905594, -123.2950258939473 40.97763858905594, -123.2950258939473 41.05763858905594, -123.3750258939473 41.05763858905594, -123.3750258939473 40.97763858905594))",POINT (-123.3350258939473 41.01763858905594),16.34428772127197
95,"POLYGON ((-123.3750258939473 41.05763858905594, -123.2950258939473 41.05763858905594, -123.2950258939473 41.13763858905594, -123.3750258939473 41.13763858905594, -123.3750258939473 41.05763858905594))",POINT (-123.3350258939473 41.09763858905594),12.369478806760243
96,"POLYGON ((-123.3750258939473 41.13763858905594, -123.2950258939473 41.13763858905594, -123.2950258939473 41.21763858905594, -123.3750258939473 41.21763858905594, -123.3750258939473 41.13763858905594))",POINT (-123.3350258939473 41.17763858905594),15.148817286329272
97,"POLYGON ((-123.3750258939473 41.21763858905594, -123.2950258939473 41.21763858905594, -123.2950258939473 41.29763858905594, -123.3750258939473 41.29763858905594, -123.3750258939473 41.21763858905594))",POINT (-123.3350258939473 41.25763858905594),13.808557407881672
98,"POLYGON ((-123.3750258939473 41.29763858905594, -123.2950258939473 41.29763858905594, -123.2950258939473 41.37763858905593, -123.3750258939473 41.37763858905593, -123.3750258939473 41.29763858905594))",POINT (-123.3350258939473 41.33763858905594),14.028034390956853
99,"POLYGON ((-123.3750258939473 41.37763858905593, -123.2950258939473 41.37763858905593, -123.2950258939473 41.45763858905593, -123.3750258939473 41.45763858905593, -123.3750258939473 41.37763858905593))",POINT (-123.3350258939473 41.41763858905593),13.299625157512564
100,"POLYGON ((-123.3750258939473 41.45763858905593, -123.2950258939473 41.45763858905593, -123.2950258939473 41.53763858905593, -123.3750258939473 41.53763858905593, -123.3750258939473 41.45763858905593))",POINT (-123.3350258939473 41.49763858905593),13.303686929878987
101,"POLYGON ((-123.3750258939473 41.53763858905593, -123.2950258939473 41.53763858905593, -123.2950258939473 41.61763858905593, -123.3750258939473 41.61763858905593, -123.3750258939473 41.53763858905593))",POINT (-123.3350258939473 41.57763858905594),3.3255381405669793
102,"POLYGON ((-123.3750258939473 41.61763858905593, -123.2950258939473 41.61763858905593, -123.2950258939473 41.69763858905593, -123.3750258939473 41.69763858905593, -123.3750258939473 41.61763858905593))",POINT (-123.3350258939473 41.65763858905593),6.510944638016447
103,"POLYGON ((-123.3750258939473 41.69763858905593, -123.2950258939473 41.69763858905593, -123.2950258939473 41.77763858905593, -123.3750258939473 41.77763858905593, -123.3750258939473 41.69763858905593))",POINT (-123.3350258939473 41.73763858905593),3.865965219769253
104,"POLYGON ((-123.3750258939473 41.77763858905593, -123.2950258939473 41.77763858905593, -123.2950258939473 41.85763858905592, -123.3750258939473 41.85763858905592, -123.3750258939473 41.77763858905593))",POINT (-123.3350258939473 41.81763858905592),3.491576529600779
105,"POLYGON ((-123.3750258939473 41.85763858905592, -123.2950258939473 41.85763858905592, -123.2950258939473 41.93763858905592, -123.3750258939473 41.93763858905592, -123.3750258939473 41.85763858905592))",POINT (-123.3350258939473 41.89763858905592),4.18945845747156
106,"POLYGON ((-123.3750258939473 41.93763858905592, -123.2950258939473 41.93763858905592, -123.2950258939473 42.01763858905592, -123.3750258939473 42.01763858905592, -123.3750258939473 41.93763858905592))",POINT (-123.3350258939473 41.97763858905592),3.368805395381183
107,"POLYGON ((-123.3750258939473 42.01763858905592, -123.2950258939473 42.01763858905592, -123.2950258939473 42.09763858905592, -123.3750258939473 42.09763858905592, -123.3750258939473 42.01763858905592))",POINT (-123.3350258939473 42.05763858905592),3.305633073503174
108,"POLYGON ((-123.2950258939473 40.81763858905595, -123.2150258939473 40.81763858905595, -123.2150258939473 40.89763858905594, -123.2950258939473 40.89763858905594, -123.2950258939473 40.81763858905595))",POINT (-123.2550258939473 40.85763858905595),17.77729916122821
109,"POLYGON ((-123.2950258939473 40.89763858905594, -123.2150258939473 40.89763858905594, -123.2150258939473 40.97763858905594, -123.2950258939473 40.97763858905594, -123.2950258939473 40.89763858905594))",POINT (-123.2550258939473 40.93763858905594),16.42477410214392
110,"POLYGON ((-123.2950258939473 40.97763858905594, -123.2150258939473 40.97763858905594, -123.2150258939473 41.05763858905594, -123.2950258939473 41.05763858905594, -123.2950258939473 40.97763858905594))",POINT (-123.2550258939473 41.01763858905594),16.919274724236907
